X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,name,addrln1,addrln2,city,state,hours,phones,email,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,dis_status,POINT_X,POINT_Y,OBJECTID_1,allcats,nameUrlFriendly,isCounty
-118.467728999673,34.2725969999831,8057,211,3175430,Public Safety,Sheriff and Police Stations,,www.lapdonline.org,Los Angeles Police Department - Mission Community Police Station,11121 Sepulveda Blvd.,,Mission Hills,CA,"Monday through Sunday, 24 hours per day. ","Front Desk Service/Intake (818) 838-9800,  TDD (818) 837-9858, Community Relations Service/Intake (818) 838-9860, DV/Major Assault Service/Intake (818) 838-9980, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Direct Dispa",,www.lapdonline.org,,,3175430,The department provides law enforcement and youth services for the City of Los Angeles.,91345,www.lapdonline.org,publish,34.272597,-118.467729,2020/07/14 23:30:46+00,,6420363.20334518,1921912.28014631,0,|Public Safety|Sheriff and Police Stations|,los-angeles-police-department---mission-community-police-station,0
-118.410834500051,34.2529705297496,8058,211,3175431,Public Safety,Sheriff and Police Stations,,www.lapdonline.org,Los Angeles Police Department - Foothill Community Police Station,12760 Osborne St,,Pacoima,CA,"Monday through Sunday, 24 hours per day. ","DV/Major Assault Service/Intake (818) 834-3118, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Direct Dispatch - Emergency Number Emergency (213) 928-8206, Direct Dispatch - Emergency Number Emergency (213) 928-8206, Fron",,www.lapdonline.org,,,3175431,The department provides law enforcement and youth services for the City of Los Angeles.,91331,www.lapdonline.org,publish,34.25297053,-118.4108345,2020/07/14 23:30:46+00,,6437522.49230382,1914694.79269728,0,|Public Safety|Sheriff and Police Stations|,los-angeles-police-department---foothill-community-police-station,0
-118.450696999511,34.0438459996956,8059,211,3175432,Public Safety,Sheriff and Police Stations,,www.lapdonline.org,Los Angeles Police Department - West Los Angeles Community Police Station,1663 Butler Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake (310) 575-9402,  TDD (310) 878-8719, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Direct Dispatch - Emergency Number Emergency (213) 928-8206, DV/Major Assault Service/Intake (310) 575-8441, Youth Service",,www.lapdonline.org,,,3175432,The department provides law enforcement and youth services for the City of Los Angeles.,90025,www.lapdonline.org,publish,34.043846,-118.450697,2020/07/14 23:30:46+00,,6425135.50575962,1838642.89921809,0,|Public Safety|Sheriff and Police Stations|,los-angeles-police-department---west-los-angeles-community-police-station,0
-118.213090999877,34.0447580000417,8060,211,3175433,Public Safety,Sheriff and Police Stations,,www.lapdonline.org,Los Angeles Police Department - Hollenbeck Community Police Station,2111 E. 1st. St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Youth Services Officer Service/Intake (323) 342-4143, DV/Major Assaults Service/Intake (213) 526-3004, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, General info - front desk Service/Intake (323) 342-4100, Direct Dispatc",,www.lapdonline.org,,,3175433,The department provides law enforcement and youth services for the City of Los Angeles.,90033,www.lapdonline.org,publish,34.044758,-118.213091,2020/07/14 23:30:46+00,,6497116.7674189,1838737.12528104,0,|Public Safety|Sheriff and Police Stations|,los-angeles-police-department---hollenbeck-community-police-station,0
-118.330838000374,34.0956300003404,8061,211,3175434,Public Safety,Sheriff and Police Stations,,www.lapdonline.org,Los Angeles Police Department - Hollywood Community Police Station,1358 N. Wilcox Ave.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Youth Services Officer Service/Intake (213) 485-4310 Ext.14, Direct Dispatch - Emergency Number Emergency (213) 928-8206,  Service/Intake (213) 485-4302,  TDD (213) 485-9899,",,www.lapdonline.org,,,3175434,The department provides law enforcement and youth services for the City of Los Angeles.,90028,www.lapdonline.org,publish,34.09563,-118.330838,2020/07/14 23:30:47+00,,6461507.64554612,1857346.8300784,0,|Public Safety|Sheriff and Police Stations|,los-angeles-police-department---hollywood-community-police-station,0
-118.44638600007,34.1835729999977,8062,211,3175435,Public Safety,Sheriff and Police Stations,,www.lapdonline.org,Los Angeles Police Department - Van Nuys Community Police Station,6240 Sylmar Ave.,,Van Nuys,CA,"Monday through Sunday, 24 hours per day. ","Front Desk Service/Intake (818) 374-9500, Jail Service/Intake (818) 374-9645, DV/Major Assault Service/Intake (818) 756-8371, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Youth Services Officer Service/Intake (818) 374-",,www.lapdonline.org,,,3175435,The department provides law enforcement and youth services for the City of Los Angeles.,91401,www.lapdonline.org,publish,34.183573,-118.446386,2020/07/14 23:30:47+00,,6426667.29157861,1889485.83416671,0,|Public Safety|Sheriff and Police Stations|,los-angeles-police-department---van-nuys-community-police-station,0
-118.267457999743,34.0564789998645,8063,211,3175436,Public Safety,Sheriff and Police Stations,,www.lapdonline.org,Los Angeles Police Department - Rampart Community Police Station,1401 W. 6th St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Detective's Desk Service/Intake (213) 484-3450, Community Relations Service/Intake (213) 484-3060,  FAX (213) 485-9821, Front Desk Service/Intake (213) 484-3400, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Commanding O",,www.lapdonline.org,,,3175436,The department provides law enforcement and youth services for the City of Los Angeles.,90017,www.lapdonline.org,publish,34.056479,-118.267458,2020/07/14 23:30:47+00,,6480658.26617482,1843041.97894067,0,|Public Safety|Sheriff and Police Stations|,los-angeles-police-department---rampart-community-police-station,0
-118.278034999862,33.9706129997149,8064,211,3175437,Public Safety,Sheriff and Police Stations,,www.lapdonline.org,Los Angeles Police Department - 77Th St. Community Police Station,7600 S. Broadway,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","Service/Intake (213) 485-4161, DV/Major Assault Service/Intake (213) 485-4156,  Service/Intake (213) 485-4285, Non-emergency Police Response (ASK LAPD) Dispatch/General Info Service/Intake (877) 275-5273, Direct Dispatch - Emergency Number Emergency (213)",,www.lapdonline.org,,,3175437,The department provides law enforcement and youth services for the City of Los Angeles.,90003,www.lapdonline.org,publish,33.970613,-118.278035,2020/07/14 23:30:47+00,,6477368.10546848,1811802.41614618,0,|Public Safety|Sheriff and Police Stations|,los-angeles-police-department---77th-st-community-police-station,0
-118.247307000494,34.0438269995666,8065,211,3175438,Public Safety,Sheriff and Police Stations,,www.lapdonline.org,Los Angeles Police Department - Central Community Police Station,251 E. 6th St.,,Los Angeles,CA,"Monday through Sunday, 24 hours per day. ","DV/Major Assaults Service/Intake (213) 972-1203, Front Desk / Non ER 24hr Service/Intake and Administration (213) 972-1298, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Direct Dispatch - Emergency Number Emergency (213)",,www.lapdonline.org,,,3175438,The department provides law enforcement and youth services for the City of Los Angeles.,90014,www.lapdonline.org,publish,34.043827,-118.247307,2020/07/14 23:30:47+00,,6486750.59181649,1838422.05488941,0,|Public Safety|Sheriff and Police Stations|,los-angeles-police-department---central-community-police-station,0
-118.547432000024,34.1936949998373,8066,211,3175439,Public Safety,Sheriff and Police Stations,,www.lapdonline.org,Los Angeles Police Department - West Valley Community Police Station,19020 Vanowen St.,,Reseda,CA,"Monday through Sunday, 24 hours per day. ","Front Desk Service/Intake (818) 374-7611, Youth Services Officer Service/Intake (818) 374-7690, Detectives/DV/Major Assault Service/Intake (818) 374-7730, Non-emergency Police Response (ASK LAPD) Dispatch Service/Intake (877) 275-5273, Direct Dispatch - E",,www.lapdonline.org,,,3175439,The department provides law enforcement and youth services for the City of Los Angeles.,91335,www.lapdonline.org,publish,34.193695,-118.547432,2020/07/14 23:30:47+00,,6396127.71156823,1893320.43088666,0,|Public Safety|Sheriff and Police Stations|,los-angeles-police-department---west-valley-community-police-station,0
-118.291438999653,34.0498170004153,8067,211,3175440,Public Safety,Sheriff and Police Stations,,www.lapdonline.org,Los Angeles Police Department - Olympic Community Police Station,1130 S. Vermont Ave.,,Los Angeles,CA,,"General Inquiries &amp; Information Service/Intake (213) 382-9102,  FAX (213) 382-9109, 877-ASK-LAPD Service/Intake (877) 275-5273, Direct Dispatch - Emergency Number Emergency (213) 928-8206",,www.lapdonline.org,,,3175440,The department provides law enforcement and youth services for the City of Los Angeles.,90006,www.lapdonline.org,publish,34.049817,-118.291439,2020/07/14 23:30:47+00,,6473387.49656782,1840637.75159338,0,|Public Safety|Sheriff and Police Stations|,los-angeles-police-department---olympic-community-police-station,0
-118.598915999704,34.221043000386,8068,211,3175441,Public Safety,Sheriff and Police Stations,,www.lapdonline.org,Los Angeles Police Department - Topanga Community Police Station,21501 Schoenborn St.,,Canoga Park,CA,,"Service/Intake (818) 756-4800,  TDD (818) 756-5899, Direct Dispatch - Emergency Number Emergency (213) 928-8206",,www.lapdonline.org,,,3175441,The department provides law enforcement and youth services for the City of Los Angeles.,91304,www.lapdonline.org,publish,34.221043,-118.598916,2020/07/14 23:30:47+00,,6380618.50134716,1903361.46145843,0,|Public Safety|Sheriff and Police Stations|,los-angeles-police-department---topanga-community-police-station,0
-118.342417999683,33.8399899998399,8069,211,3175442,Municipal Services,Animals and Pets,"Public Safety, Sheriff and Police Stations",,City Of Torrance Police Department,3300 Civic Center Dr.,,Torrance,CA,"Monday through Sunday, 24 hours per day. ","Animal Control (310) 618-5557, Community Affairs Service/Intake (310) 618-6391, Direct Dispatch - Emergency Number Emergency (310) 320-2611, Non-Emergency Service/Intake (310) 328-3456, Juvenile Diversion Service/Intake (310) 618-5554, TDD (310) 618-5641",,https://www.torranceca.gov/our-city/police,,,3175442,The department provides law enforcement and youth services for the city of Torrance.,90503,https://www.torranceca.gov/our-city/police,publish,33.83999,-118.342418,2020/07/14 23:30:47+00,,6457684.84359954,1764326.18887505,0,|Municipal Services|Public Safety|Animals and Pets|Sheriff and Police Stations|,city-of-torrance-police-department,0
-118.400311999769,34.0726600002131,8070,211,3175443,Public Safety,Sheriff and Police Stations,,www.beverlyhills.org/,City Of Beverly Hills Police Department,464 N. Rexford Dr.,,Beverly Hills,CA,"Monday through Sunday, 24 hours per day. ","Direct Dispatch - Non-emergency Service/Intake (310) 550-4951, Direct Dispatch - Emergency Police and Fire Emergency (310) 550-4900, Direct Dispatch - Non-emergency Service/Intake (310) 550-4951, Crime Prevention Office Service/Intake (310) 288-2661, Fron",,www.beverlyhills.org/,,,3175443,"The department provides law enforcement for the city of Beverly Hills, and also dispatches the Fire Department.",90210,www.beverlyhills.org/,publish,34.07266,-118.400312,2020/07/14 23:30:47+00,,6440440.88926801,1849064.17510277,0,|Public Safety|Sheriff and Police Stations|,city-of-beverly-hills-police-department,0
-117.722475000391,34.096389999829,8071,211,3175444,Public Safety,Sheriff and Police Stations,,www.claremontpd.org,City Of Claremont Police Department,570 W. Bonita Ave.,,Claremont,CA,"Monday through Sunday, 24 hours per day. ","Non Emergency-24 hours Service/Intake (909) 399-5415, Direct Dispatch - Emergency Number Service/Intake and Administration (909) 626-1296, Non Emergency-24 hours Service/Intake (909) 399-5411",,www.claremontpd.org,,,3175444,The department provides law enforcement for the city of Claremont.,91711,www.claremontpd.org,publish,34.09639,-117.722475,2020/07/14 23:30:47+00,,6645691.57409878,1857574.57226376,0,|Public Safety|Sheriff and Police Stations|,city-of-claremont-police-department,0
-117.770836999944,34.1008240002079,8072,211,3175445,Public Safety,Sheriff and Police Stations,,www.lvpd.org,City Of La Verne Police Department,2061 Third St.,,La Verne,CA,"Monday through Sunday, 24 hours per day. ","Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (909) 593-2531, Traffic Hotline Service/Intake (909) 392-6577,  Service/Intake and Administration (909) 596-1913",,www.lvpd.org,,,3175445,The department provides law enforcement for the City of La Verne.,91750,www.lvpd.org,publish,34.100824,-117.770837,2020/07/14 23:30:47+00,,6631046.23448814,1859151.27993012,0,|Public Safety|Sheriff and Police Stations|,city-of-la-verne-police-department,0
-118.125934999605,34.0596659998821,8073,211,3175446,Public Safety,Sheriff and Police Stations,,,City Of Monterey Park Police Department,320 W. Newmark Ave.,,Monterey Park,CA,"Monday through Sunday, 24 hours per day. ","Direct Dispatch - Emergency and Non Emergency Number Service/Intake (626) 573-1311, Animal Services (626) 307-1217, Community Relations Service/Intake (626) 307-1216, Community Relations Department Service/Intake (626) 302-1215, Watch Commander Service/Intake (626) 307-1200",,https://www.montereypark.ca.gov/393/Police,,,3175446,The department provides law enforcement services for residents of Monterey Park.,91754,https://www.montereypark.ca.gov/393/Police,publish,34.059666,-118.125935,2020/07/14 23:30:48+00,,6523526.498966,1844117.90722853,0,|Public Safety|Sheriff and Police Stations|,city-of-monterey-park-police-department,0
-118.034923600329,33.9753953700559,8074,211,3175447,Public Safety,Sheriff and Police Stations,,www.cityofwhittier.org/depts/police/default.asp,City Of Whittier Police Department,13200 Penn St,,Whittier,CA,"Monday through Sunday, 24 hours per day. ","Non-emergency Service/Intake (562) 567-9200, Direct Dispatch - Emergency Number Emergency (562) 567-9240, LIVESCAN fingerprinting Message/Answering Service (562) 567-9144, Detectives Service/Intake (562) 567-9270,  Administrative (562) 567-9202",,www.cityofwhittier.org/depts/police/default.asp,,,3175447,The department provides law enforcement services for the cities of Whittier and Santa Fe Springs.,90602,www.cityofwhittier.org/depts/police/default.asp,publish,33.97539537,-118.0349236,2020/07/14 23:30:48+00,,6551081.84827378,1813428.07287558,0,|Public Safety|Sheriff and Police Stations|,city-of-whittier-police-department,0
-118.086407000331,33.9470239996793,8075,211,3175448,Public Safety,Sheriff and Police Stations,,www.cityofwhittier.org/depts/police/default.asp,City Of Whittier Police Department - Police Services Center - Santa Fe Springs,11576 Telegraph Rd.,,Santa Fe Springs,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake (562) 409-1850,,www.cityofwhittier.org/depts/police/default.asp,,,3175448,The department provides law enforcement services for the cities of Whittier and Santa Fe Springs.,90670,www.cityofwhittier.org/depts/police/default.asp,publish,33.947024,-118.086407,2020/07/14 23:30:48+00,,6535463.70497037,1803112.54508727,0,|Public Safety|Sheriff and Police Stations|,city-of-whittier-police-department---police-services-center---santa-fe-springs,0
-117.906387000451,34.1341370002938,8076,211,3175449,Public Safety,Sheriff and Police Stations,,www.ci.azusa.ca.us,City Of Azusa Police Department,725 N. Alameda Ave.,,Azusa,CA,"SITE HOURS: Law enforcement is available Monday through Sunday, 24 hours per day.   ",Direct Dispatch - Graffiti removal - after hours Service/Intake (626) 812-3200,,www.ci.azusa.ca.us,,,3175449,The department provides law enforcement services for the city of Azusa.,91702,www.ci.azusa.ca.us,publish,34.134137,-117.906387,2020/07/14 23:30:48+00,,6589999.09921633,1871208.60453759,0,|Public Safety|Sheriff and Police Stations|,city-of-azusa-police-department,0
-117.960123999935,34.0852310002353,8077,211,3175450,Public Safety,Sheriff and Police Stations,,www.baldwinpark.com/,City Of Baldwin Park Police Department,14403 E. Pacific Ave.,,Baldwin Park,CA,"Monday through Sunday, 7:30am to 9:00pm. ","Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (626) 960-1955 Ext.0, 24-hrs Service/Intake (Voice and TDD) (626) 960-1955",,www.baldwinpark.com/,,,3175450,The department provides law enforcement services for the city of Baldwin Park.,91706,www.baldwinpark.com/,publish,34.085231,-117.960124,2020/07/14 23:30:48+00,,6573744.50722543,1853400.00238076,0,|Public Safety|Sheriff and Police Stations|,city-of-baldwin-park-police-department,0
-118.150413999884,33.9671949999516,8078,211,3175451,Public Safety,Sheriff and Police Stations,,www.bellgardens.org,City Of Bell Gardens Police Department,7100 S. Garfield Ave.,,Bell Gardens,CA,"Monday through Sunday, 24 hours per day. ","non-emergencies Service/Intake and Administration (562) 806-7600,  Administrative (562) 806-7690, Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (562) 806-7604",,,,,3175451,The department provides law enforcement services for the city of Bell Gardens.,90201,,publish,33.967195,-118.150414,2020/07/14 23:30:48+00,,6516061.82205051,1810476.06733471,0,|Public Safety|Sheriff and Police Stations|,city-of-bell-gardens-police-department,0
-118.39509700034,34.0206690000344,8079,211,3175452,Municipal Services,Animals and Pets,"Public Safety, Sheriff and Police Stations",,City Of Culver City Police Department,4040 Duquesne Ave.,,Culver City,CA,"Monday through Sunday, 24 hours per day. ","Livescan Fingerprinting Service/Intake (310) 253-6110, Direct Dispatch - Emergency Number Service/Intake (310) 837-6161, Non-Emergency Service/Intake (310) 837-1221, Animal Services (310) 253-6143",,https://www.culvercitypd.org/,,,3175452,The department provides law enforcement services for the city of Culver City.,90232,https://www.culvercitypd.org/,publish,34.020669,-118.395097,2020/07/14 23:30:48+00,,6441945.80933182,1830137.53093389,0,|Municipal Services|Public Safety|Animals and Pets|Sheriff and Police Stations|,city-of-culver-city-police-department,0
-118.030504000438,34.0709339996701,8080,211,3175453,Public Safety,Sheriff and Police Stations,,www.ci.el-monte.ca.us/citygov/police/pdmain.html,City Of El Monte Police Department,11333 E. Valley Blvd.,,El Monte,CA,"Monday through Sunday, 24 hours per day. ","FAX (626) 444-2206, Direct Dispatch - General Information - Emergency Number Service/Intake (626) 580-2100, Tip Line for Narcotics and Vice Service/Intake (626) 580-2171, Jail Information Service/Intake (626) 580-2112, Tattoo Removal Service/Intake (626) ",,www.ci.el-monte.ca.us/citygov/police/pdmain.html,,,3175453,The department provides law enforcement services for the city of El Monte.,91731,www.ci.el-monte.ca.us/citygov/police/pdmain.html,publish,34.070934,-118.030504,2020/07/14 23:30:48+00,,6552432.37775802,1848196.05761375,0,|Public Safety|Sheriff and Police Stations|,city-of-el-monte-police-department,0
-118.415782999731,33.9199259998206,8081,211,3175454,Public Safety,Sheriff and Police Stations,,www.elsegundo.org/police/city.html,City Of El Segundo Police Department,348 Main St.,,El Segundo,CA,"Monday through Saturday, 7:00am to 7:00pm. ","Direct Dispatch - Emergency Number Emergency (310) 524-2760, Fire Emergency Number Emergency (310) 524-2763, Non-Emergency Service/Intake (310) 524-2200",,https://www.elsegundopd.org/,,,3175454,The department provides law enforcement services for the city of El Segundo.,90245,https://www.elsegundopd.org/,publish,33.919926,-118.415783,2020/07/14 23:30:48+00,,6435525.80459896,1793500.60494259,0,|Public Safety|Sheriff and Police Stations|,city-of-el-segundo-police-department,0
-118.396027999492,33.8643500002651,8082,211,3175455,Public Safety,Sheriff and Police Stations,,,City Of Hermosa Beach Police Department,540 Pier Ave.,,Hermosa Beach,CA,"Monday through Sunday, 24 hours per day. ","Jail Service/Intake (310) 318-0234, Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (310) 524-2750, General Business Number Service/Intake (310) 318-0360,  FAX (310) 798-8926, Traffic Bureau Service/Intake (310) 318-0307",,https://www.hermosabeach.gov/our-government/police-department,,,3175455,The department provides law enforcement services for the city of Hermosa Beach.,90254,https://www.hermosabeach.gov/our-government/police-department,publish,33.86435,-118.396028,2020/07/14 23:30:48+00,,6441439.56369555,1773251.1374061,0,|Public Safety|Sheriff and Police Stations|,city-of-hermosa-beach-police-department,0
-118.11643099974,34.020269000417,8083,211,3175456,Public Safety,Sheriff and Police Stations,,www.cityofmontebello.com/depts/police/default.asp,City Of Montebello Police Department,1600 W. Beverly Blvd.,,Montebello,CA,"Monday through Sunday, 24 hours per day. ","Administrative (323) 887-1288, Direct Dispatch - Emergency and Non Emergency Number Service/Intake (323) 887-1313, Crime Prevention Unit Service/Intake (323) 887-1282, Switchboard Service/Intake (323) 887-1212",,www.cityofmontebello.com/depts/police/default.asp,,,3175456,The department provides law enforcement services for the city of Montebello.,90640,www.cityofmontebello.com/depts/police/default.asp,publish,34.020269,-118.116431,2020/07/14 23:30:48+00,,6526388.5119833,1829777.1030383,0,|Public Safety|Sheriff and Police Stations|,city-of-montebello-police-department,0
-117.754267000034,34.0548710000741,8084,211,3175457,Public Safety,Sheriff and Police Stations,,ci.pomona.ca.us/index.php/police-department-home,City Of Pomona Police Department,490 W. Mission Blvd.,,Pomona,CA,"Monday through Sunday, 24 hours per day. ","Direct Dispatch - Emergency and Non Emergency Number Service/Intake (909) 622-1241, Operations Division Service/Intake (909) 620-2122, General Info-Front Desk Service/Intake (909) 620-2155,  FAX (909) 620-2146, Community Programs Service/Intake (909) 620-",,ci.pomona.ca.us/index.php/police-department-home,,,3175457,The department provides law enforcement services for the city of Pomona.,91766,ci.pomona.ca.us/index.php/police-department-home,publish,34.054871,-117.754267,2020/07/14 23:30:49+00,,6636103.44421709,1842440.0082834,0,|Public Safety|Sheriff and Police Stations|,city-of-pomona-police-department,0
-118.099736999516,34.09486099974,8085,211,3175458,Public Safety,Sheriff and Police Stations,,www.sgpd.com,City Of San Gabriel Police Department,625 S. Del Mar Ave.,,San Gabriel,CA,"Monday through Sunday, 24 hours per day. ",Service/Intake (626) 308-2828,,www.sgpd.com,,,3175458,The department provides law enforcement services for the city of San Gabriel.,91776,www.sgpd.com,publish,34.094861,-118.099737,2020/07/14 23:30:49+00,,6531474.19039265,1856917.124792,0,|Public Safety|Sheriff and Police Stations|,city-of-san-gabriel-police-department,0
-118.105727999944,34.1212230003292,8086,211,3175459,Public Safety,Sheriff and Police Stations,,ci.san-marino.ca.us/city/pub_services/police.html,City Of San Marino Police Department,2200 Huntington Dr.,,San Marino,CA,"Monday through Sunday, 24 hours per day. ",Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (626) 300-0720,,ci.san-marino.ca.us/city/pub_services/police.html,,,3175459,The department provides law enforcement services for the city of San Marino.,91108,ci.san-marino.ca.us/city/pub_services/police.html,publish,34.121223,-118.105728,2020/07/14 23:30:49+00,,6529670.4595495,1866512.5965282,0,|Public Safety|Sheriff and Police Stations|,city-of-san-marino-police-department,0
-118.058441000196,34.1615880001231,8087,211,3175460,Public Safety,Sheriff and Police Stations,,www.cityofsierramadre.com/departments,City Of Sierra Madre Police Department,242 W. Sierra Madre Blvd.,,Sierra Madre,CA,,"Direct Dispatch - Emergency and Non-Emergency Number Service/Intake (626) 355-1414,  FAX (626) 355-5468",,www.cityofsierramadre.com/departments,,,3175460,The department provides law enforcement services for the city of Sierra Madre.,91024,www.cityofsierramadre.com/departments,publish,34.161588,-118.058441,2020/07/14 23:30:49+00,,6543990.99168029,1881190.47079064,0,|Public Safety|Sheriff and Police Stations|,city-of-sierra-madre-police-department,0
-118.152390999823,34.1159549998551,8088,211,3175461,Public Safety,Sheriff and Police Stations,,www.ci.south-pasadena.ca.us/police,City Of South Pasadena Police Department,1422 Mission St.,,South Pasadena,CA,"Monday through Sunday, 24 hours per day. ","FAX (626) 403-7271, Direct Dispatch - Emergency Number Emergency (626) 403-7297,  Service/Intake (626) 403-7270,  TDD (626) 441-1191",,www.ci.south-pasadena.ca.us/police,,,3175461,The department provides law enforcement services for the city of South Pasadena.,91030,www.ci.south-pasadena.ca.us/police,publish,34.115955,-118.152391,2020/07/14 23:30:49+00,,6515544.42903827,1864613.60870087,0,|Public Safety|Sheriff and Police Stations|,city-of-south-pasadena-police-department,0
-118.231439999983,34.0049389999748,8089,211,3175462,Public Safety,Sheriff and Police Stations,,www.cityofvernon.org/departments/police/police.htm,City Of Vernon Police Department,4305 S. Santa Fe Ave.,,Vernon,CA,"Monday through Sunday, 24 hours per day. ","Emergency - Dispatch Emergency (323) 587-8135, Business Line Service/Intake (323) 587-5171",,www.cityofvernon.org/departments/police/police.htm,,,3175462,The department provides law enforcement services for the city of Vernon.,90058,www.cityofvernon.org/departments/police/police.htm,publish,34.004939,-118.23144,2020/07/14 23:30:49+00,,6491524.7842125,1824258.52532557,0,|Public Safety|Sheriff and Police Stations|,city-of-vernon-police-department,0
-117.938079000293,34.072022999616,8090,211,3175463,Public Safety,Sheriff and Police Stations,,NULL,City Of West Covina Police Department,1444 W. Garvey Ave.,,West Covina,CA,"Monday through Sunday, 24 hours per day. ","Direct Dispatch - Emergency and Non-Emergency Number Service/Intake and Administration (626) 939-8500, 24-hr Crime Hotline Hotline/Talkline/Warmline (626) 939-8688, Desk Officer Service/Intake (626) 939-8557, Graffiti hotline Service/Intake (626) 939-8780",,NULL,,,3175463,"The department provides law enforcement, disaster services, domestic violence services and crime victim services for the city of West Covina.",91790,NULL,publish,34.072023,-117.938079,2020/07/14 23:30:49+00,,6580422.53301956,1848596.74121536,0,|Public Safety|Sheriff and Police Stations|,city-of-west-covina-police-department,0
-118.144848999588,34.1492159999958,8091,211,3175464,Public Safety,Sheriff and Police Stations,,http://www.ci.pasadena.ca.us/Police/,City Of Pasadena Police Department,207 N. Garfield Ave.,,Pasadena,CA,"Monday through Sunday, 24 hours per day. ","Watch Commander Service/Intake (626) 744-4620, Service Area Message Center Service/Intake (626) 744-6501, Volunteer Coordinator Service/Intake (626) 744-7652, Photo Red Light Service/Intake (626) 744-7595, Detectives/Criminal Investigations Service/Intake",,http://www.ci.pasadena.ca.us/Police/,,,3175464,"The department provides law enforcement, mental health services, and youth services for the city of Pasadena.",91101,http://www.ci.pasadena.ca.us/Police/,publish,34.149216,-118.144849,2020/07/14 23:30:49+00,,6517844.69241115,1876714.51095709,0,|Public Safety|Sheriff and Police Stations|,city-of-pasadena-police-department,0
-118.205231999643,33.9556910000933,8183,211,3175603,Public Safety,Sheriff and Police Stations,,www.cityofsouthgate.org,City Of South Gate Police Department,8620 California Ave.,,South Gate,CA,"Monday through Friday, 9:00am to 5:00pm; Saturday and Sunday, 10:00am to 2:00pm. ","Jail Info Service/Intake (323) 563-5410, Crime Prevention Service/Intake (323) 563-5461, Direct Dispatch - Emergency Number Emergency (323) 563-5436,  Administrative (323) 563-5408, General Non-Emergency Service/Intake (323) 563-5400, Emergency Peparednes",,www.cityofsouthgate.org,,,3175603,The department provides safety programs and law enforcement services for the city of South Gate.,90280,www.cityofsouthgate.org,publish,33.955691,-118.205232,2020/07/14 23:31:03+00,,6499431.38312543,1806318.92795981,0,|Public Safety|Sheriff and Police Stations|,city-of-south-gate-police-department,0
-118.344184100514,33.8915015397006,9496,Current Services Locator,3176954,Public Safety,Sheriff and Police Stations,,LA County,Lawndale Sheriff Service Center,15331 Prairie Ave.,,Lawndale,CA,,(310) 219-2750 (Primary),,http://www.lasd.org/stations/for2/lennox/lawndale.html,,,3176954,,90260,http://www.lasd.org/stations/for2/lennox/lawndale.html,publish,33.89150154,-118.3441841,2020/07/14 23:14:36+00,,6457212.70536055,1783074.22918463,0,|Public Safety|Sheriff and Police Stations|,lawndale-sheriff-service-center,0
-118.351130899795,34.1356428003325,9572,LA County Sheriff,3177066,Public Safety,Sheriff and Police Stations,,Universal Citywalk Substation,Universal Citywalk Substation,"1000 Universal Studios Blvd., Bldg. 4505M",,Universal City,CA,,(818) 622-9580,,http://www.lasdhq.org/stations/for2/westh-ucity/universal_citywalk.html,,,3177066,"Universal City is a one square mile island of unincorporated Los Angeles County, surrounded by the City of Los Angeles. It contains an entertainment theme park (Universal Studios-Hollywood), a complete motion picture and television production studio complex, a six thousand five hundred seat Amphitheater (Universal Amphitheater), an eighteen screen cinema (Universal Studios Cinemas), and a large restaurant and shopping district theme mall (CityWalk). The average daily population is approximately fifty thousand. The Los Angeles County Sheriff's Department provides law enforcement services to Universal City from a Sub-Station located within the CityWalk Theme Mall.

Staffing for the substation consists of 1-Lieutenant, 2-Sergeants, 1-Detective, 1-Team leader, 12 Deputies and is manned 24 hours a day by Deputy and Security personnel.",91608,http://www.lasdhq.org/stations/for2/westh-ucity/universal_citywalk.html,publish,34.1356428,-118.3511309,2020/07/14 23:33:04+00,,6455414.768449,1871928.98333217,0,|Public Safety|Sheriff and Police Stations|,universal-citywalk-substation,0
